Delegado;Tiempo de respuesta;Uso de CPU;Transacciones perdidas
0;528.976972;1.1;0
1;412.068385;2.0;0
2;459.042573;5.5;0
3;400.935679;2.9;0
4;417.467889;4.7;0
5;423.59758;4.7;0
6;409.350498;1.9;0
7;420.228355;5.7;0
8;411.701555;0.9;0
9;397.244285;0.0;0
10;418.480588;0.9;0
11;396.19447;0.9;0
12;425.908072;0.9;0
13;429.38278;0.9;0
14;403.502766;0.0;0
15;417.650997;1.9;0
16;399.545028;0.9;0
17;422.906912;0.9;0
18;417.465403;0.9;0
19;416.237403;0.9;0
20;404.879221;0.9;0
21;423.174542;1.8;0
22;404.688554;0.9;0
23;414.699089;0.0;0
24;383.502939;1.0;0
25;383.322053;1.0;0
26;416.665361;3.8;0
27;399.770041;0.0;0
28;406.251067;1.9;0
29;397.469354;0.9;0
30;402.189161;0.0;0
31;418.163573;0.0;0
32;402.378036;0.9;0
33;419.248472;4.7;0
34;402.543647;0.9;0
35;431.163873;0.9;0
36;398.965225;0.9;0
37;419.929572;0.9;0
38;413.501512;0.0;0
39;401.513199;0.0;0
40;401.122515;0.0;0
41;416.173734;0.0;0
42;428.068317;1.8;0
43;417.361341;0.0;0
44;411.265335;0.9;0
45;417.414534;0.0;0
46;421.198051;1.8;0
47;406.990466;0.0;0
48;420.567712;0.9;0
49;399.200827;1.9;0
50;398.356333;0.0;0
51;419.289731;0.9;0
52;420.322737;0.0;0
53;403.523873;0.9;0
54;422.159061;1.8;0
55;415.220987;0.0;0
56;423.17578;0.0;0
57;417.17659;0.0;0
58;410.721607;1.9;0
59;417.889059;0.9;0
60;426.655308;0.9;0
61;413.758737;0.0;0
62;419.98822;0.0;0
63;420.557238;0.9;0
64;404.43733;1.9;0
65;418.095895;0.0;0
66;417.698386;0.9;0
67;404.587903;0.0;0
68;423.099411;1.8;0
69;401.140414;0.0;0
70;421.555995;0.0;0
71;401.594076;0.9;0
72;402.26904;0.0;0
73;407.660513;0.0;0
74;429.381495;0.9;0
75;422.334087;0.9;0
76;396.516548;0.0;0
77;418.222361;0.9;0
78;401.502401;0.9;0
79;416.2148;0.9;0
80;418.825552;0.0;0
81;376.23702;1.0;0
82;401.297644;0.0;0
83;407.44128;0.0;0
84;401.218463;1.9;0
85;424.79469;0.9;0
86;419.134738;0.9;0
87;417.1199;0.0;0
88;422.260059;0.9;0
89;411.798478;1.9;0
90;399.425989;0.0;0
91;432.473818;0.0;0
92;388.552823;1.0;0
93;395.189908;1.0;0
94;411.152761;1.9;0
95;427.655714;0.0;0
96;422.222995;0.9;0
97;402.090464;0.0;0
98;421.280774;3.7;0
99;420.487938;0.9;0
100;400.510129;0.0;0
101;417.288542;1.9;0
102;415.252046;0.9;0
103;383.209202;0.0;0
104;399.231255;0.0;0
105;394.842747;1.0;0
106;423.712343;0.0;0
107;405.412596;0.9;0
108;420.048932;2.8;0
109;380.074991;0.0;0
110;425.829175;0.9;0
111;416.164586;0.9;0
112;406.129893;0.0;0
113;395.016961;1.9;0
114;397.200297;0.9;0
115;419.428144;0.0;0
116;419.001468;0.9;0
117;399.499141;0.9;0
118;409.159138;0.0;0
119;378.088509;1.0;0
120;399.033727;0.0;0
121;416.091211;1.9;0
122;419.886516;0.0;0
123;398.052897;0.9;0
124;400.6759;0.0;0
125;417.963631;1.9;0
126;428.245127;4.6;0
127;406.564303;1.9;0
128;402.146516;0.0;0
129;387.228952;0.0;0
130;404.545129;0.9;0
131;419.279696;0.9;0
132;399.023169;0.0;0
133;418.549156;0.9;0
134;419.008106;1.9;0
135;418.041774;5.6;0
136;419.057722;0.9;0
137;406.065104;0.9;0
138;388.30524;0.0;0
139;413.261271;0.0;0
140;418.251448;0.9;0
141;404.65138;0.9;0
142;410.973908;1.9;0
143;417.014978;0.0;0
144;399.171854;0.0;0
145;399.199201;0.9;0
146;400.031616;0.0;0
147;420.82023;0.9;0
148;425.248862;0.0;0
149;419.061954;0.9;0
150;394.049079;1.9;0
151;417.042383;0.0;0
152;420.374877;0.9;0
153;409.164201;0.0;0
154;418.107611;0.9;0
155;414.975787;0.0;0
156;427.28699;1.8;0
157;374.163855;0.0;0
158;405.420194;1.9;0
159;417.138824;0.9;0
160;424.154077;0.0;0
161;417.230059;1.8;0
162;419.134774;0.0;0
163;401.400808;0.0;0
164;424.617676;0.9;0
165;397.137386;3.9;0
166;394.97952;2.9;0
167;415.638074;0.9;0
168;393.272162;0.9;0
169;399.98104;0.0;0
170;418.62951;0.0;0
171;399.96181;0.0;0
172;400.197873;0.9;0
173;402.3687;0.9;0
174;419.058704;0.0;0
175;405.254176;0.9;0
176;425.887357;0.9;0
177;384.986303;2.0;0
178;414.375634;1.9;0
179;415.420024;0.0;0
180;422.966504;0.0;0
181;398.187011;0.0;0
182;411.134632;1.9;0
183;398.117632;0.0;0
184;416.057109;0.9;0
185;418.015582;0.9;0
186;424.318089;0.9;0
187;414.647848;0.0;0
188;392.209188;1.0;0
189;427.434292;0.0;0
190;423.808436;1.8;0
191;406.317499;0.9;0
192;420.34143;1.8;0
193;394.710555;1.9;0
194;394.20486;0.0;0
195;399.247783;1.0;0
196;423.198012;1.9;0
197;403.245376;0.0;0
198;423.988541;0.0;0
199;398.191313;0.0;0
