Delegado;Tiempo de respuesta;Uso de CPU;Transacciones perdidas
0;496.110824;1.5;0
1;419.758727;5.0;0
2;436.429427;4.5;0
3;513.09379;5.1;0
4;438.511306;3.6;0
5;436.62202;0.9;0
6;537.914714;1.6;0
7;420.343159;0.9;0
8;437.001814;0.0;0
9;413.307766;0.9;0
10;448.614015;0.0;0
11;418.925386;0.9;0
12;424.50482;0.0;0
13;435.692833;0.9;0
14;430.401741;4.5;0
15;435.020913;0.9;0
16;434.435305;5.4;0
17;421.179037;0.0;0
18;416.311893;1.8;0
19;435.832392;0.9;0
20;413.267589;1.8;0
21;439.852777;0.0;0
22;437.512625;0.0;0
23;435.438904;0.9;0
24;433.230789;0.9;0
25;421.381143;1.8;0
26;422.287388;0.9;0
27;436.954147;0.9;0
28;438.399084;1.7;0
29;458.347658;0.0;0
30;433.754096;0.0;0
31;420.728601;0.8;0
32;431.490019;0.0;0
33;417.295422;0.9;0
34;437.094293;0.0;0
35;402.6798;1.9;0
36;424.640955;0.0;0
37;448.164754;0.9;0
38;435.200197;3.6;0
39;444.223509;0.0;0
40;425.699716;0.0;0
41;419.286808;0.0;0
42;439.727545;0.9;0
43;434.051067;0.9;0
44;432.257095;0.9;0
45;416.139235;1.8;0
46;434.169679;0.0;0
47;443.159947;1.7;0
48;438.726631;0.9;0
49;422.506854;1.8;0
50;440.102628;0.0;0
51;436.132558;0.0;0
52;425.933906;0.9;0
53;430.969176;0.9;0
54;438.114968;0.9;0
55;422.159113;0.9;0
56;430.321063;0.0;0
57;444.198629;2.1;0
58;430.214523;1.4;0
59;437.467744;0.8;0
60;435.73607;1.5;0
61;424.602214;0.0;0
62;430.37446;1.8;0
63;447.712344;0.8;0
64;441.427564;0.8;0
65;423.171311;0.9;0
66;424.415907;0.0;0
67;424.000331;0.9;0
68;429.387208;1.8;0
69;422.327563;0.9;0
70;421.662842;0.9;0
71;435.365044;0.0;0
72;435.056306;0.9;0
73;412.083222;0.9;0
74;420.177976;0.9;0
75;434.076062;0.9;0
76;437.335826;0.0;0
77;441.001064;0.0;0
78;429.12294;0.9;0
79;434.286135;0.0;0
80;436.048745;0.0;0
81;413.315887;0.9;0
82;410.194466;0.0;0
83;392.229981;0.9;0
84;427.1244;0.9;0
85;419.197734;0.9;0
86;427.350528;0.0;0
87;436.110259;0.9;0
88;412.345451;0.0;0
89;434.100209;1.8;0
90;429.321991;0.9;0
91;436.259997;0.9;0
92;412.148569;0.0;0
93;416.367421;0.0;0
94;414.029782;0.0;0
95;440.148062;1.8;0
96;435.090474;0.0;0
97;438.366998;0.0;0
98;428.306627;0.9;0
99;423.549888;2.8;0
100;437.158355;0.9;0
101;410.006811;0.9;0
102;436.042326;0.0;0
103;449.405501;0.9;0
104;431.973708;1.7;0
105;435.12247;0.0;0
106;419.214669;0.9;0
107;438.090436;0.9;0
108;416.341551;0.0;0
109;438.004111;0.0;0
110;424.341101;0.9;0
111;435.191607;0.9;0
112;412.049454;0.9;0
113;420.02526;0.0;0
114;438.931002;0.0;0
115;418.018185;0.9;0
116;428.083213;0.9;0
117;431.26375;0.0;0
118;432.115453;0.9;0
119;433.124661;0.9;0
120;430.25697;0.9;0
121;439.298062;0.9;0
122;418.079345;0.0;0
123;410.619517;0.9;0
124;432.273302;0.9;0
125;425.98297;0.0;0
126;431.089952;1.8;0
127;424.846231;1.8;0
128;436.24021;0.0;0
129;422.274732;2.7;0
130;415.399681;0.0;0
131;436.02496;0.0;0
132;437.005014;0.0;0
133;410.073336;0.9;0
134;416.327719;0.9;0
135;440.18837;3.6;0
136;435.654596;0.0;0
137;433.360036;1.8;0
138;412.121049;0.0;0
139;444.361105;0.9;0
140;437.164625;0.0;0
141;431.492841;0.9;0
142;411.052264;0.9;0
143;429.211929;0.9;0
144;416.426473;0.0;0
145;431.233921;0.0;0
146;444.453189;1.8;0
147;448.198745;1.7;0
148;432.090625;0.0;0
149;413.297981;0.0;0
150;425.131019;0.9;0
151;436.232259;0.0;0
152;413.994315;0.9;0
153;434.003073;0.9;0
154;436.211093;0.0;0
155;434.999524;0.0;0
156;444.079189;0.9;0
157;431.021012;0.0;0
158;437.038792;0.0;0
159;407.195458;2.8;0
160;410.941731;0.0;0
161;437.5365;0.9;0
162;430.151797;0.9;0
163;439.210252;0.0;0
164;436.444941;0.0;0
165;440.423328;1.7;0
166;433.167821;3.6;0
167;437.228726;0.9;0
168;424.186945;0.0;0
169;431.322296;0.9;0
170;440.962048;0.9;0
171;419.156226;0.0;0
172;417.129409;0.9;0
173;417.726777;0.9;0
174;442.509482;0.0;0
175;435.229143;0.9;0
176;437.099919;0.0;0
177;436.907868;0.0;0
178;410.088985;0.9;0
179;424.441179;1.8;0
180;425.199063;0.0;0
181;434.090941;0.9;0
182;435.506596;0.8;0
183;440.127935;0.0;0
184;410.355645;0.9;0
185;436.224338;0.9;0
186;446.289835;0.0;0
187;429.455192;0.8;0
188;434.139993;0.9;0
189;443.776084;1.7;0
190;431.105451;1.8;0
191;441.419357;0.9;0
192;442.671231;0.9;0
193;439.000878;4.4;0
194;438.015031;0.0;0
195;437.470537;0.9;0
196;438.926293;0.0;0
197;429.258914;0.9;0
198;413.081409;1.8;0
199;437.927639;0.0;0
200;436.192492;0.0;0
201;416.959941;0.9;0
202;429.710269;0.0;0
