Delegado;Tiempo de respuesta;Uso de CPU;Transacciones perdidas
0;505.562921;0.0;0
1;544.160876;1.0;0
2;425.105174;5.6;0
3;419.08943;66.6;0
4;401.010457;6.9;0
5;398.263258;0.0;0
6;421.346239;3.8;0
7;424.804297;0.0;0
9;398.269241;3.9;0
8;417.696524;0.0;0
10;399.440248;3.1;0
11;418.652767;12.5;0
12;422.817084;2.0;0
13;399.061737;33.3;0
14;428.205509;0.0;0
15;422.968636;12.5;0
16;413.044903;1.0;0
17;406.028687;0.0;0
18;412.135121;2.0;0
19;419.287109;0.0;0
20;427.935212;1.0;0
21;418.977064;0.0;0
22;424.225525;0.9;0
23;424.062979;16.6;0
24;426.527367;1.9;0
25;417.150816;0.0;0
26;394.288122;1.0;0
27;442.888471;9.0;0
28;400.918179;0.0;0
29;412.284294;0.0;0
30;404.090682;1.1;0
31;419.691877;5.2;0
32;413.376166;0.0;0
33;423.074277;0.0;0
34;413.939576;1.2;0
35;418.266308;0.0;0
36;416.491205;1.2;0
37;401.21663;0.0;0
38;407.245539;1.1;0
39;404.061162;5.5;0
40;417.211244;0.0;0
41;416.478899;5.8;0
42;400.639345;2.3;0
43;417.152151;0.0;0
44;417.439135;1.1;0
45;410.127414;4.7;0
46;406.092752;1.2;0
47;401.02786;4.7;0
48;421.906194;2.3;0
49;398.182754;7.1;0
50;414.710329;1.1;0
51;398.099888;0.0;0
52;425.167432;1.0;0
53;431.106924;0.0;0
54;423.317561;1.0;0
55;430.274002;0.0;0
56;418.891234;2.1;0
57;422.396982;7.6;0
58;425.749289;0.0;0
59;406.360742;0.0;0
60;423.749018;4.0;0
61;407.228749;0.0;0
62;423.686382;0.9;0
63;427.806829;0.0;0
64;405.251716;2.0;0
65;425.096311;0.0;0
66;422.028417;2.0;0
67;410.939689;0.0;0
68;421.324177;1.0;0
69;422.390792;0.0;0
70;391.600175;1.0;0
71;384.066831;12.5;0
72;392.406663;0.0;0
73;421.41246;7.6;0
74;416.189993;0.0;0
75;422.946075;0.0;0
76;400.432386;1.1;0
77;427.169904;0.0;0
78;418.204602;1.2;0
79;423.124625;0.0;0
80;399.054837;0.0;0
81;418.193628;3.1;0
82;400.105617;1.4;0
83;394.432616;6.2;0
84;425.925608;3.9;0
85;429.278402;0.0;0
86;423.367428;1.3;0
87;399.188502;0.0;0
88;401.152532;0.0;0
89;421.173702;3.3;0
90;425.004261;1.3;0
91;423.920351;3.2;0
92;403.396078;0.0;0
93;398.337764;0.0;0
94;422.992535;1.3;0
95;412.438479;3.7;0
96;407.3721;1.2;0
97;423.351986;0.0;0
98;401.093632;7.0;0
99;412.360056;2.8;0
100;412.461959;0.0;0
101;422.994956;2.6;0
102;405.10642;1.5;0
103;416.059767;0.0;0
104;406.136151;11.1;0
105;417.093207;0.0;0
106;417.889942;3.2;0
107;399.492528;0.0;0
108;422.05836;0.0;0
109;396.052002;2.8;0
110;395.88173;1.4;0
111;412.029774;2.7;0
112;406.034902;1.5;0
113;391.805255;2.8;0
114;423.897793;0.0;0
115;405.083974;3.4;0
116;423.332546;0.0;0
117;418.297133;0.0;0
118;389.114451;1.3;0
119;389.679963;3.7;0
120;422.410315;0.0;0
121;410.601554;8.0;0
122;404.04753;0.0;0
123;416.909571;3.8;0
124;377.708922;0.0;0
125;417.185577;0.0;0
126;425.005147;2.7;0
127;404.634088;3.2;0
128;424.309534;0.0;0
129;408.582594;0.0;0
130;399.639941;1.2;0
131;397.466984;5.5;0
132;408.032903;1.1;0
133;422.179019;0.0;0
134;413.368611;3.6;0
135;413.122516;0.0;0
136;420.108213;2.4;0
137;405.93419;0.0;0
138;393.816882;2.4;0
139;423.241879;0.0;0
140;427.211949;0.0;0
141;417.823306;0.0;0
142;424.257831;3.5;0
143;395.292457;0.0;0
144;419.11741;0.0;0
145;418.613377;6.2;0
146;385.656432;1.2;0
147;389.341266;0.0;0
148;384.326738;2.5;0
149;423.109033;4.0;0
150;413.982447;2.5;0
151;396.052204;0.0;0
152;394.965387;2.5;0
153;422.029896;3.7;0
154;419.408135;1.3;0
155;404.040517;8.0;0
156;415.960321;0.0;0
157;420.030059;3.8;0
158;419.051433;1.2;0
159;405.581025;0.0;0
160;417.908153;2.3;0
161;424.062969;4.1;0
162;411.837776;0.0;0
163;411.514449;4.1;0
164;402.62901;1.2;0
165;406.907269;0.0;0
166;392.469999;1.3;0
167;406.087681;0.0;0
168;416.994696;1.2;0
169;421.003256;3.5;0
170;418.165786;1.2;0
171;420.436382;3.4;0
172;398.023659;1.3;0
173;424.702195;0.0;0
174;403.761446;5.7;0
175;406.02443;2.9;0
176;393.133831;1.5;0
177;387.687805;0.0;0
178;425.26032;1.3;0
179;407.264682;0.0;0
180;410.306698;2.5;0
181;415.866733;0.0;0
182;419.698306;0.0;0
183;418.913275;0.0;0
184;394.693981;1.3;0
185;412.882504;0.0;0
186;413.1874;1.3;0
187;421.975647;2.9;0
188;420.003357;0.0;0
189;405.540836;3.3;0
190;417.954355;1.3;0
191;435.093795;0.0;0
192;418.293519;2.6;0
193;398.918034;0.0;0
194;427.330489;0.0;0
195;425.067258;0.0;0
196;412.339418;1.2;0
197;417.584386;7.1;0
198;416.99632;0.0;0
199;406.981153;4.0;0
200;406.628191;2.5;0
201;395.822447;4.5;0
202;424.162758;1.1;0
203;418.085279;0.0;0
204;424.149185;4.5;0
205;418.716693;0.0;0
206;410.062486;1.1;0
207;418.954941;5.0;0
208;424.887745;0.0;0
209;417.976554;0.0;0
210;399.02975;1.1;0
211;425.955532;0.0;0
212;405.885971;0.0;0
213;412.943727;3.5;0
214;420.98749;1.2;0
215;399.980404;0.0;0
216;406.801106;1.2;0
217;413.704173;4.0;0
218;414.055871;1.2;0
219;419.231585;0.0;0
220;418.143451;0.0;0
221;424.826686;0.0;0
222;418.234669;0.0;0
223;430.210217;3.3;0
224;421.902958;3.9;0
225;413.982013;6.8;0
226;399.244907;0.0;0
227;401.954243;0.0;0
228;424.130893;0.0;0
229;418.232321;0.0;0
230;408.224124;1.3;0
231;417.101858;0.0;0
232;419.094961;1.3;0
233;401.63007;3.8;0
234;424.454808;0.0;0
235;418.14703;0.0;0
236;422.390302;1.2;0
237;394.889082;5.2;0
238;416.942784;2.2;0
239;394.828372;0.0;0
240;421.835914;2.0;0
241;395.63923;0.0;0
243;398.23789;1.0;0
242;419.953289;0.0;0
244;419.354438;2.8;0
245;418.972771;0.0;0
247;416.014244;1.8;0
246;427.268177;0.0;0
248;419.321879;1.9;0
249;415.611691;0.0;0
250;421.91127;1.8;0
251;422.865032;0.0;0
253;398.115777;0.0;0
252;419.939345;0.0;0
255;401.5677;0.0;0
254;418.871502;1.9;0
256;398.912297;0.0;0
257;417.945823;0.0;0
258;416.982452;0.0;0
259;413.89087;0.0;0
260;381.165223;0.0;0
261;424.815707;0.0;0
262;410.129626;2.2;0
263;421.842472;0.0;0
264;431.367674;0.0;0
265;420.029735;5.5;0
266;404.959941;1.1;0
267;398.029647;5.8;0
268;406.123768;2.2;0
269;424.932445;0.0;0
270;422.957153;0.0;0
271;394.096828;7.6;0
272;399.187249;1.1;0
273;410.393122;0.0;0
274;425.057894;1.0;0
275;401.249172;0.0;0
276;398.920164;1.0;0
277;397.931996;0.0;0
278;407.845357;1.0;0
279;398.904009;12.5;0
280;416.923604;1.0;0
281;398.028656;0.0;0
282;417.221339;0.9;0
283;416.197624;0.0;0
284;425.125776;0.9;0
285;418.985019;0.0;0
286;416.168056;0.9;0
287;415.997674;0.0;0
289;388.879944;1.0;0
288;420.90035;0.0;0
290;415.759936;1.0;0
291;421.952775;10.0;0
292;412.834533;1.0;0
293;417.881348;0.0;0
294;418.889993;1.0;0
295;422.075074;8.3;0
296;403.954479;1.0;0
297;417.373175;0.0;0
298;428.345564;1.1;0
299;416.033984;6.6;0
300;403.071538;1.1;0
301;418.811121;0.0;0
302;412.792243;0.0;0
303;392.281654;0.0;0
304;416.937854;1.0;0
305;412.738775;0.0;0
306;397.791572;0.0;0
307;381.925891;0.0;0
308;405.086232;0.0;0
309;401.775455;0.0;0
310;404.698058;0.0;0
311;418.011111;11.1;0
312;411.899215;0.0;0
313;426.950514;0.0;0
314;428.052727;1.0;0
315;404.105524;0.0;0
316;418.024397;1.0;0
317;422.181572;11.1;0
318;383.103233;1.1;0
319;401.011543;0.0;0
320;425.017459;0.0;0
321;407.04694;0.0;0
323;376.892967;0.0;0
322;415.773899;0.0;0
324;401.174715;1.0;0
325;404.166013;0.0;0
326;418.066018;0.9;0
327;405.855188;0.0;0
329;385.173686;1.0;0
328;393.972772;0.0;0
330;399.202949;2.0;0
331;416.963257;0.0;0
332;422.401077;0.0;0
333;405.992494;0.0;0
335;398.155762;0.0;0
334;431.06312;16.6;0
336;398.904186;1.0;0
337;401.129543;11.1;0
338;407.147476;2.1;0
339;418.99515;8.3;0
340;385.9796;0.0;0
341;417.938493;0.0;0
342;404.254319;0.0;0
343;424.375938;0.0;0
344;381.521813;1.3;0
345;420.140873;6.0;0
346;387.143495;4.6;0
347;400.930543;0.0;0
348;410.729162;1.5;0
349;411.942743;2.6;0
350;404.602836;1.5;0
351;406.678443;0.0;0
352;395.052284;3.2;0
353;415.965164;0.0;0
354;382.986761;0.0;0
355;402.989569;0.0;0
356;416.848892;5.0;0
357;399.19836;0.0;0
358;404.867619;0.0;0
359;415.845947;0.0;0
360;411.991037;1.6;0
361;415.950423;0.0;0
362;418.016312;0.0;0
363;411.134062;2.1;0
364;413.936099;0.0;0
365;396.951038;4.5;0
366;405.150952;0.0;0
367;417.876289;0.0;0
368;406.969969;1.6;0
369;389.015831;2.3;0
370;430.061743;0.0;0
371;401.303568;0.0;0
372;424.898193;2.7;0
373;399.796982;0.0;0
374;399.061652;0.0;0
375;416.261316;0.0;0
376;423.871767;0.0;0
377;405.797548;3.5;0
378;423.209587;0.0;0
379;393.864728;4.5;0
380;423.838591;0.0;0
381;413.880054;0.0;0
382;412.901412;2.2;0
383;427.933651;5.0;0
384;412.23835;0.0;0
385;412.227574;4.7;0
386;403.075761;0.0;0
387;394.82969;0.0;0
388;416.066361;1.1;0
389;424.622396;0.0;0
390;409.092995;3.4;0
391;424.125188;0.0;0
392;420.303085;0.0;0
393;406.206631;0.0;0
394;415.9476;2.2;0
395;419.998362;0.0;0
396;402.942626;1.2;0
397;413.112389;0.0;0
398;404.831256;0.0;0
399;423.03616;3.8;0
