Delegado;Tiempo de respuesta;Uso de CPU;Transacciones perdidas
0;541.59427;1.2;0
1;514.244645;0.0;0
3;400.278256;7.5;0
2;429.624912;0.0;0
4;430.008393;10.1;0
5;423.588383;37.5;0
6;431.086521;3.0;0
7;438.949581;14.2;0
8;418.269543;5.0;0
9;411.173533;0.0;0
10;431.188919;4.9;0
11;425.53497;0.0;0
12;394.562499;1.0;0
13;412.57445;0.0;0
14;399.232835;1.0;0
15;430.788081;0.0;0
16;423.671776;2.1;0
17;427.362116;0.0;0
18;415.262989;0.0;0
19;404.393976;0.0;0
20;429.359119;2.1;0
21;408.095272;0.0;0
22;427.201005;0.0;0
23;418.688506;0.0;0
25;406.095403;0.0;0
24;429.828558;0.9;0
27;410.899787;1.9;0
26;419.794146;0.0;0
28;408.114107;0.9;0
29;413.347313;0.0;0
30;419.129791;0.9;0
31;440.069805;14.2;0
32;412.186144;1.0;0
33;415.080396;0.0;0
34;386.292101;2.1;0
35;405.875577;10.0;0
36;430.695988;0.0;0
37;416.268751;0.0;0
38;398.263615;2.1;0
39;427.518779;0.0;0
40;387.175343;0.0;0
41;430.455851;0.0;0
42;393.825261;1.3;0
43;424.116211;0.0;0
44;405.15438;0.0;0
45;418.520527;2.6;0
46;397.519743;0.0;0
47;417.384896;4.6;0
48;412.089981;0.0;0
49;394.519233;2.5;0
50;389.536778;1.6;0
51;404.616935;0.0;0
52;413.947373;0.0;0
53;418.983385;4.6;0
54;421.878329;1.5;0
55;411.887097;2.4;0
56;408.207479;1.6;0
57;420.497019;2.3;0
58;423.004189;4.6;0
59;404.355609;0.0;0
60;399.044849;4.7;0
61;423.313848;0.0;0
62;431.092817;1.5;0
63;396.879429;2.7;0
64;425.157148;1.4;0
65;435.266466;2.6;0
66;423.21444;1.4;0
67;421.572748;0.0;0
68;418.186201;1.4;0
69;407.76855;0.0;0
70;421.59886;1.4;0
71;425.501313;0.0;0
72;423.181182;1.4;0
73;404.979465;0.0;0
74;393.827996;0.0;0
75;401.079353;0.0;0
76;412.208272;0.0;0
77;422.993293;0.0;0
78;411.195801;1.4;0
79;398.050476;0.0;0
80;424.261231;1.3;0
81;405.067062;0.0;0
82;419.110885;1.3;0
83;380.003721;0.0;0
84;426.515544;1.1;0
85;416.704061;0.0;0
86;429.036488;1.0;0
87;411.171194;0.0;0
88;416.499893;1.0;0
89;399.27324;11.1;0
90;430.290527;0.0;0
91;420.923977;0.0;0
92;389.078963;1.9;0
93;375.045435;0.0;0
94;387.256795;1.1;0
95;418.848646;0.0;0
96;400.433385;1.3;0
97;424.318842;0.0;0
98;411.243706;4.5;0
99;416.138625;2.5;0
100;428.243898;1.4;0
101;407.311239;0.0;0
102;416.975436;0.0;0
103;418.265037;3.1;0
104;423.901013;1.3;0
105;382.391768;0.0;0
106;411.077564;1.2;0
107;423.023697;0.0;0
108;404.559408;2.5;0
109;423.03813;0.0;0
110;406.043551;1.2;0
111;404.050395;2.8;0
112;423.240318;1.3;0
113;426.189682;2.8;0
114;394.195134;0.0;0
115;413.382195;0.0;0
116;408.095819;1.5;0
117;421.418557;2.3;0
118;417.066221;1.5;0
119;382.198757;2.7;0
120;416.12266;1.4;0
121;418.409043;2.9;0
122;401.566821;1.4;0
123;410.779925;0.0;0
124;424.230841;1.4;0
125;426.102387;2.5;0
126;393.684008;1.5;0
127;416.338292;0.0;0
128;397.345549;3.4;0
129;393.375374;1.7;0
130;427.983149;1.5;0
131;411.765341;0.0;0
132;421.263549;1.3;0
133;412.007589;0.0;0
134;392.976047;2.9;0
135;413.145754;1.9;0
136;414.988258;0.0;0
137;431.21372;0.0;0
138;409.511471;2.9;0
139;415.951136;0.0;0
140;413.113722;0.0;0
141;429.377822;3.7;0
142;411.149745;1.6;0
143;404.055952;2.1;0
144;415.99089;0.0;0
145;425.192426;0.0;0
146;435.680134;1.8;0
147;405.126427;1.8;0
148;413.40966;7.8;0
149;395.908649;3.5;0
150;384.879503;0.0;0
151;395.173964;0.0;0
152;430.900257;0.0;0
153;416.984415;2.7;0
154;423.148942;1.4;0
155;405.976681;0.0;0
156;423.965121;0.0;0
157;401.015962;0.0;0
158;374.220093;1.4;0
159;423.813892;2.7;0
160;401.039701;0.0;0
161;413.286315;0.0;0
162;423.067915;1.5;0
163;418.059614;0.0;0
164;428.97867;0.0;0
165;418.296207;0.0;0
166;412.335541;0.0;0
167;410.708802;2.7;0
168;430.244599;2.7;0
169;423.166371;0.0;0
170;405.038481;4.2;0
171;425.024844;0.0;0
172;422.904378;2.8;0
173;407.919782;0.0;0
174;417.237179;1.3;0
175;425.465806;5.8;0
176;404.953924;1.4;0
177;418.430366;0.0;0
178;398.862114;1.5;0
179;423.99935;0.0;0
180;418.089775;0.0;0
181;408.887831;2.4;0
182;427.968142;0.0;0
183;421.289281;2.5;0
184;405.090471;1.5;0
185;379.214476;0.0;0
186;433.955456;1.3;0
187;412.860457;3.4;0
188;437.676609;0.0;0
189;424.398047;3.8;0
190;412.145383;1.2;0
191;412.618389;0.0;0
192;388.445128;0.0;0
193;412.952987;0.0;0
194;427.786433;1.3;0
195;422.263591;3.2;0
196;423.37501;2.5;0
197;410.169394;3.5;0
198;418.300432;5.1;0
199;406.393821;0.0;0
200;400.068198;0.0;0
201;402.063609;0.0;0
202;387.859078;0.0;0
203;428.212567;9.0;0
204;394.952881;0.0;0
205;419.901006;2.5;0
206;393.215519;0.0;0
207;418.188983;2.0;0
208;438.797823;0.0;0
209;414.983732;2.2;0
210;401.289978;0.0;0
211;417.959619;0.0;0
212;418.547884;0.0;0
213;417.411079;0.0;0
214;411.926341;0.0;0
215;430.214563;3.8;0
216;412.942536;0.0;0
217;426.085734;0.0;0
218;431.069196;1.8;0
219;407.038058;0.0;0
220;381.1925;4.0;0
221;429.134726;0.0;0
222;413.129736;2.3;0
223;423.014971;1.5;0
224;419.173859;4.7;0
225;418.75114;0.0;0
226;424.249715;0.0;0
227;412.363111;0.0;0
228;382.877729;0.0;0
229;433.179259;1.4;0
230;412.793965;3.0;0
231;418.761771;0.0;0
232;431.938535;2.8;0
233;392.9826;0.0;0
234;422.351332;2.4;0
235;425.948957;1.5;0
236;424.124178;0.0;0
237;411.917412;1.6;0
238;415.057545;0.0;0
239;407.951869;1.6;0
240;416.79132;0.0;0
241;407.282256;1.6;0
242;388.801095;0.0;0
243;409.941259;0.0;0
244;399.867429;0.0;0
245;395.391779;1.4;0
246;421.081899;0.0;0
247;400.99709;0.0;0
248;418.05638;1.9;0
249;415.930634;0.0;0
250;431.7418;3.2;0
251;417.933023;7.2;0
252;421.188621;1.4;0
253;428.929479;1.6;0
254;417.291635;2.7;0
255;388.021729;0.0;0
